title,rating,body,author,date,processed_body
"La descripción no corresponde, diseño y aspecto diferente","2,0 de 5 estrellas","He pedido esta cafetera por su diseño y aspecto. Me gustó el diseño uniforme y la parte frontal lisa con la marca CECOTEC. La entrega por parte de Amazon fue muy rápida y sin incidencias, pero al abrir la caja me encontró una cafetera de diseño muy diferente, vean las fotos. La devuelvo sin haberla usado.",Cliente Amazon,Revisado en España el 13 de diciembre de 2022,pedido diseño aspecto gustó diseño uniforme parte frontal lisa marca cecotec entrega parte rápida incidencias abrir caja encontró diseño diferente vean fotos devuelvo haberla usado
Producto deficiente.,"2,0 de 5 estrellas","Compramos esta cafetera confiando en la marca CECOTEC, pero es un producto que no alcanza el estándar de calidad de la marca. Tiene buen aspecto exterior pero es un producto deficiente, lento y que suele atascarse con frecuencia impidiendo que el café se haga con normalidad.",stranezza,Revisado en España el 9 de enero de 2023,compramos confiando marca cecotec producto alcanza estándar calidad marca buen aspecto exterior producto deficiente lento suele atascarse frecuencia impidiendo haga normalidad
Pegatina,"2,0 de 5 estrellas","Ayer recibi la cafetera, al desembalar nos dimos cuenta de que en la parte inoxidable traia una pegatina bastante grande que por uno de los lados estaba algo despegada. Hoy antes de usarla hemos procedido a limpiar las partes que se indican en el manual y a retirar la pegatina. Sorpresa, la pegatina se rompe quedando incrustada, no se puede quitar con cualquier cosa ya que esta en la parte inoxidable. Me he pasado 2 horas quitando y aun asi no a quedado bien. Al ingeniero que se le ocurrio ponerla ahi se podia haber quedado en su casa a descansar.",Elena,Revisado en España el 11 de noviembre de 2021,ayer recibi desembalar dimos cuenta parte inoxidable traia pegatina bastante grande lados despegada hoy usarla procedido limpiar partes indican manual retirar pegatina sorpresa pegatina rompe quedando incrustada puede quitar cualquier cosa parte inoxidable pasado horas quitando aun asi quedado ingeniero ocurrio ponerla ahi podium haber quedado casa descansar
No dura más de un año.,"2,0 de 5 estrellas",Con el paso del tiempo el café tarda mucho en prepararse. Poco recomendable,Juan Plasencia,Revisado en España el 5 de junio de 2023,paso tiempo tarda prepararse recomendable
"Muy bonita, pero...","2,0 de 5 estrellas","La cafetera en sí es una cafetera normal y corriente, lo que me hace realizar una reseña negativa es que la jarra se ha agrietado con el cambio de temperatura y no consigo encontrar remplazo.
Al principio todo fué bien hasta entonces. Así que nada, espero haberos ayudado en algo.",FernAmazon,Revisado en España el 22 de agosto de 2022,normal corriente realizar reseña negativa jarra agrietado cambio temperatura consigo encontrar remplazo principio fué entonces así espero haberos ayudado
Pésima cafetera.,"2,0 de 5 estrellas","Pésima cafetera ya que no me gusta el tope de máximo de agua no se ve claro y lleva una ranura, que si te pasas de agua se derrama por la encimera.
Las instrucciones dejan mucho que desear ,no están claras y me ha dejado de funcionar ya que tengo que estar constantemente apretando el botón de on porque se para .
Sinceramente no es la mejor cafetera en relación,calidad precio.",Evaristo,Revisado en España el 6 de marzo de 2022,pésima gusta tope máximo ve claro lleva ranura pasas derrama encimera instrucciones dejan desear claras dejado funcionar constantemente apretando botón on sinceramente mejor relación calidad precio
No es como la descrita en el anuncio.,"2,0 de 5 estrellas","En la descripción pone que es cecotec. Es prácticamente la misma que se anuncia, solo cambia esteticamente. Solo venía una pegatina en la caja que pone cecotec. Por el funcionamiento es regular. Cuando haces café no se ve lo que queda de nivel de agua ya que se empaña y si la llenas mucho de café molido se termina por rebosar y caer a la jarra, con lo cual las últimas tazas llevan posos.",OSCAR GOMEZ,Revisado en España el 14 de enero de 2022,descripción pone cecotec prácticamente misma anuncia solo cambium esteticamente solo venía pegatina caja pone cecotec funcionamiento regular haces ve queda nivel empaña llenas molido termina rebosar caer jarra últimas tazas llevan posos
Cual es la cantidad de café??,"2,0 de 5 estrellas","Buenas! Primero, esto es lo que llegó. Una cafetera tuneada con pegatinas. Después cual es la cantidad de café?? Si me fio de la proporción indicada en el librito.... Saca aguachirri que ni el gato lo toma. Al final, doble cantidad de café para algo decente y lo del botón de café intenso.... Bueno de adorno. Se puede devolver habiéndola usada?",carlos P.,Revisado en España el 24 de marzo de 2022,buenas primero llegó tuneada pegatinas después cantidad fio proporción indicada librito saca aguachirri gato toma final doble cantidad decente botón intenso bueno adorno puede devolver habiéndola usada
Se obstruyó y no salía el café,"2,0 de 5 estrellas","Se limpia fácil, es ágil, pero se obstruyó y no salía café, se desmonto se cambió de filtros se hizo café sin ellos y nada. Duro un año, sabor como es lógico dependiendo del café q se use.",carolina,Revisado en España el 16 de octubre de 2022,limpia fácil ágil obstruyó salía desmonto cambió filtros hizo duro año sabor lógico dependiendo q use
Bastante decepcionada,"2,0 de 5 estrellas","Hay que usar mucho cafe en comparación con otras cafeteras.
El difusor de agua salpica mucho y hace que se manche excesivamente de cafe por dentro así que al final siempre hay posos.

No lo recomiendo.",Maika,Revisado en España el 11 de septiembre de 2022,usar comparación cafeteras difusor salpica manche excesivamente dentro así final siempre posos recomiendo
Rápida de usar pero café flojo,"2,0 de 5 estrellas","Es la típica cafetera de jarra de café americano, para mi gusto el café sale bastante insípido, a pesar de usar la función de ""extra fuerte"". Estoy gastando mucho más café que antes para tomarlo un poco más fuerte de sabor.
Es fácil de usar y sencilla de programar, eso al menos está bien.",Jorge maldonado Gomariz,Revisado en España el 14 de marzo de 2022,típica jarra americano gusto sale bastante insípido pesar usar función extra fuerte gastando tomarlo fuerte sabor fácil usar sencilla programar menos
Desepcionada,"2,0 de 5 estrellas",Buena cafetera pero me llego con un defecto y es que nunca ha mantenido el café caliente. Se apaga inmediatamente termina de hacer el cafe,Karin,Revisado en España el 22 de noviembre de 2022,llego defecto nunca mantenido caliente apaga inmediatamente termina hacer
mala atencion al cliente,"2,0 de 5 estrellas",la cafetera esta bien pero mi queja es que hace cosa de un mes no me funciona bien cuando esta en marcha saliendo el cafe se para varias veces sin haber terminado tengo que volver a ponerla en marcha e intentado ponerme en contacto con el vendedo ya que aun esta en garantia y no cogen el telefono nunca la empresa es JUBIRU WED SL no volvere a comprar nada en esa empresa estoy muy enfadada por la mala atencion al cliente,CARMEN,Revisado en España el 2 de junio de 2021,queja cosa funciona marcha saliendo varias veces haber terminado volver ponerla marcha intentado ponerme contacto vendedo aun garantia cogen telefono nunca empresa jubiru wed sl volvere comprar empresa enfadada mala atencion cliente
Aguachirri,"2,0 de 5 estrellas","Un café aguado. Es cafetera américa, pero he tenido otras y el café tenía más sabor y cuerpo. No nos ha gustado.",Cliente Amazon,Revisado en España el 21 de octubre de 2022,aguado américa sabor cuerpo gustado
La jarra es frágil,"2,0 de 5 estrellas",En menos de un año la jarra se rompió sin haberse dado ningún golpe.,Cliente Amazon,Revisado en España el 26 de diciembre de 2022,menos año jarra rompió haberse dado ningún golpe
No hace buen cafe,"2,0 de 5 estrellas",El estanco es bueno se limpia bien es fácil de usar pero a mi gusto no hace buen cafe el cable demasiado corto y es incómoda para echar el agua,angel,Revisado en España el 30 de junio de 2022,estanco bueno limpia fácil usar gusto buen cable demasiado corto incómoda echar
Decepcionada,"2,0 de 5 estrellas","Me parece una tomadura de pelo no es la que se ve en la foto es totalmente diferente es publicidad engañosa aunque si te lees bien toda la información te das cuenta que no es la que sale en la imagen es la primera vez que me pasa no se como Amazon se presta ha esto. La que me han mandado funciona bien pero no es la que quería, esto y muy decepcionada con Amazon",Yoli,Revisado en España el 15 de abril de 2021,parece tomadura pelo ve foto totalmente diferente publicidad engañosa aunque lee toda información da cuenta sale imagen primera vez pasa presta mandado funciona quería decepcionada
Catastrófica,"2,0 de 5 estrellas","Es triste pero es así, si lo sé no tiro la anterior. No se puede echar casi café, si se echa para más de 6 tazas acaba rebosando por arriba y te llena la jarra de café molido. La limpieza es incomodísima, y lo digo porque le he tenido que sacar café hasta del depósito, porque cuando el café se sale, cae en la jarra y en el depósito de agua. NO es para nada recomendable",Luisa I.,Revisado en España el 26 de marzo de 2021,triste así sé tiro anterior puede echar casi echa tazas acaba rebosando arriba llena jarra molido limpieza incomodísima digo sacar depósito sale cae jarra depósito recomendable
Sabe a plástico,"2,0 de 5 estrellas","El sabor del café es a plástico, le filtro que trae no cumple normas de salubridad, o es defectuoso, o es de una calidad pésima
Contactar con vendedor complejo",Javi,Revisado en España el 18 de marzo de 2022,sabor plástico filtro trae cumple norma salubridad defectuoso calidad pésima contactar vendedor complejo
Dura poco,"2,0 de 5 estrellas","No es que haya ido muy allá desde que la compré, pero es que después de 1 año y algo ha dejado de funcionar.",rocio merino carrasco,Revisado en España el 28 de abril de 2022,ido allá compré después año dejado funcionar
Pierde agua!,"2,0 de 5 estrellas","La cafetera ha empezado a perder agua por la base, por la doña del cable. Muy peligroso, la verdad. Sólo hace 6 meses que la tengo y nunca se ha movido de su lugar. Intento comunicarme con el servicio técnico y no atienden...
Desde ya que no es un producto que pueda recomendar. Insistiré hará que alguien de Cecotec me de una respuesta.",Adriana,Revisado en España el 4 de febrero de 2021,empezado perder base doña cable peligroso verdad sólo nunca movido lugar intento comunicarme servicio técnico atienden producto pueda recomendar insistiré hará alguien cecotec respuesta
Una caca,"2,0 de 5 estrellas",Se cae todo el café en donde va el agua y se queda la parte del depósito de agua llena de posos,Arantza Amigo Bocanegra,Revisado en España el 27 de abril de 2022,cae va queda parte depósito llena posos
No es lo que se espera.,"2,0 de 5 estrellas","El café sale frio y no saca el sabor. La devolución fue fácil y no tuve ningún problema. Quizás el mío viniese mal de fábrica pero para amantes del café, no lo recomiendo.",Ad,Revisado en España el 4 de enero de 2022,sale frio saca sabor devolución fácil ningún problema quizás viniese mal fábrica amantes recomiendo
No es muy buena compra,"2,0 de 5 estrellas","El café no sale tan caliente como otras cafeteras que he visto, y el material no me convence ya que es plástico.",Isabel,Revisado en España el 21 de abril de 2022,sale tan caliente cafeteras visto material convence plástico
MALA CALIDAD DE MATERIALES,"2,0 de 5 estrellas","Parece de juguete, producto devuelto.",Paula María,Revisado en España el 28 de septiembre de 2022,parece juguete producto devuelto
"Café sin espuma, muy soso el líquido","2,0 de 5 estrellas",Comodo y simple. Pero café muy soso y líquido sin espuma,Antonia,Revisado en España el 7 de julio de 2022,comodo simple soso líquido espuma
No me gustó que trae una pegatina que no se es bastanla relación calidad precio es bastante buena,"2,0 de 5 estrellas",No me gusta la pegatina que trae y es imposible quitar,Emilio,Revisado en España el 30 de mayo de 2022,gusta pegatina trae imposible quitar
Viene con tara.,"2,0 de 5 estrellas","Le doy dos estrellas no porque me parezca mal producto, solo lo he usado una vez, el motivo es que me ha llegado rallado y con una pequeña tara en la base que hacía que está no asentará bien, me parece que es un artículo que ha sido manipulado, con todo parece que funciona bien por lo que en principio he decidido no devolverlo.",Cliente Amazon,Revisado en España el 24 de abril de 2020,doy estrellas parezca mal producto solo usado vez motivo llegado rallado pequeña tara base hacía asentará parece artículo sido manipulado parece funciona principio decidido devolverlo
Material muy malo. Filtro muy malo. El reloj de desconfigura constantemente.,"2,0 de 5 estrellas",Está bien pero el filtro del café muy pequeño para la capacidad tan grande de agua que puedes poner para maximizar la totalidad de la jarra. Aunque por capacidad de jarra tampoco es muy grande. Material muy simple.,Cliente Amazon,Revisado en España el 8 de agosto de 2021,filtro pequeño capacidad tan grande puedes poner maximizar totalidad jarra aunque capacidad jarra tampoco grande material simple
Café sabor agua. Espantoso.,"2,0 de 5 estrellas","No soy muy exigente para un simple café, pero lo que no pienso es tomarme un café con sabor a agua. Horrible. Ni me pude tomar el café de lo mal que sabía. Ya leí en reseñas algún comentario así y decidí arriesgarme comprándolo. Ya veo que me equivoqué . No lo recomiendo.",Maria,Revisado en España el 19 de noviembre de 2020,exigente simple pienso tomarme sabor horrible pude tomar mal sabía leí reseñas algún comentario así decidí arriesgarme comprándolo veo equivoqué recomiendo
Decepcionada,"2,0 de 5 estrellas",No me convence nada. Las instrucciones me parecen pobres. El café no me parece que salga bueno. No me a gustado nada,Yolina c0n Cafeina,Revisado en España el 12 de enero de 2022,convence instrucciones parecen pobres parece salga bueno gustado
El artículo llegó todo dañada la caja y mojada. Espero que funcione perfectamente...,"2,0 de 5 estrellas","El embalaje vino así, 0 protección y todo descuidado... Como presentación muy mala",Carla,Revisado en España el 6 de abril de 2022,embalaje vino así protección descuidado presentación mala
"Baja calidad, mala compra","2,0 de 5 estrellas","Material de mala calidad, complicada para rellenar de agua.",Andrés José,Revisado en España el 30 de abril de 2022,material mala calidad complicada rellenar
Necesita que la desmontes cada poco tiempo,"2,0 de 5 estrellas","Se obstruye el caño de subida de agua con mucha facilidad, cada dos semanas como mucho hay que realizar una limpieza a fondo de todos los conductos y mecanismos de la misma porque deja de funcionar. No recomendable a no ser que te guste desmontar aparatos.",David Díez,Revisado en España el 5 de diciembre de 2020,obstruye caño subida mucha facilidad cada semanas realizar limpieza fondo conductos mecanismos misma deja funcionar recomendable ser guste desmontar aparatos
Cafetera,"2,0 de 5 estrellas","Mi experiencia despues de un mrs de uso, tengo q echar mucho cafe y llenar de agua hasta el numero 4 para q salga un cafe decente, si me paso de agua, sale agualizado, y lo pongo boton fuerte cafe.",Ana,Revisado en España el 10 de abril de 2021,experiencia despues mr uso q echar llenar numero q salga decente paso sale agualizado pongo boton fuerte
Normalita,"2,0 de 5 estrellas","Me parece muy cara para lo que hace....las instrucciones son terribles, es complicada de desmontar para limpiar y me parece q tarda demasiado en apagarse si no le das al botón. eso sí, es bonita y no ocupa mucho. La entrega fue rápida, en fecha y correcta.",Cliente Amazon,Revisado en España el 18 de octubre de 2020,parece cara instrucciones terribles complicada desmontar limpiar parece q tarda demasiado apagarse da botón bonita ocupa entrega rápida fecha correcta
Café muy flojo y aguado,"2,0 de 5 estrellas","Si te gusta el café aguadisimo bien, pero no tiene ninguna potencia y apenas sabor.. supongo que es como funcionan este tipo de cafeteras pero a mi que me gusta el café fuerte, no me ha gustado en absoluto.",Esther,Revisado en España el 8 de febrero de 2021,gusta aguadisimo ninguna potencia apenas sabor supongo funcionan tipo cafeteras gusta fuerte gustado absoluto
Café flojo.,"2,0 de 5 estrellas","No deja cargar el filtro, poco más de la mitad, por lo q. café sale flojo o poca cantidad. Para 6-7 tazas. En seguida se desborda el filtro",Kika,Revisado en España el 10 de marzo de 2021,deja cargar filtro mitad sale flojo poca cantidad tazas seguida desborda filtro
VIENE REALMENTE SIN INSTRUCCIONES,"2,0 de 5 estrellas","Si mi marido habria leido los comentarios (mucha gente dice igual, que las instrucciones no valen nada) no lo hubieera comprado. Unas semanas despues de recibirla lo esta utilizando pero sin exito total.",Daisy,Revisado en España el 10 de octubre de 2020,marido habria leido comentarios mucha gente dice igual instrucciones valen hubieera comprado unas semanas despues recibirla utilizando exito total
Garantía del producto,"2,0 de 5 estrellas","No funciona muy bien, no se puede programar ha dejado de funcionar y el fabricante es difícil .. Para hacer el reclamo",Gloria Marina,Revisado en España el 22 de enero de 2021,funciona puede programar dejado funcionar fabricante difícil hacer reclamo
No la recomiendo,"2,0 de 5 estrellas","La cafetera está bien, hace café en grandes dosis y sale muy rico. El problema es que no ha durado nada... Un buen día dejo de funciar con apenas dos meses de uso, una pena.",Javier,Revisado en España el 3 de junio de 2020,grandes dosis sale rico problema durado buen día dejo funciar apenas uso pena
Decepcionante,"2,0 de 5 estrellas","Pues llevo mas de un mes con ella y por mucho que lo intento no para de salirme aguado el cafe, me ha decepcionado",Cliente Amazon,Revisado en España el 16 de octubre de 2020,pues llevo ma intento salirme aguado decepcionado
No tiene funcion de recalentar,"2,0 de 5 estrellas","No hay modo de que se caliente sin ¨brew¨... asi es como yo defino recalentar.
A lo mejor el termino lo tengo equivocado.
Ya opine sobre todo lo demas en otro comentario.",Larys,Revisado en España el 11 de febrero de 2020,modo caliente asi defino recalentar mejor termino equivocado opine demas comentario
La cafetera me llegó rota,"2,0 de 5 estrellas","Luego de usarla por primera vez, me dí cuenta que estaba rota la base de la cafetera.",Caro,Revisado en España el 10 de septiembre de 2020,luego usarla primera vez dí cuenta rota base
Decepcionante,"2,0 de 5 estrellas",En cuanto pones más de 4 cafes se sale el agua,Arly,Revisado en España el 27 de diciembre de 2020,cuanto pone sale
Mi opinion es negativa,"2,0 de 5 estrellas",No se desconecta sola . Hay que quitarla de la red,carmen rubio salorio,Revisado en España el 19 de noviembre de 2020,desconecta sola quitarla red
No funciona,"2,0 de 5 estrellas","Alguien me puede decir que hacer si después de dos semanas funcionando bien, la preparo para hacer café y no va?",Cliente Amazon,Revisado en España el 3 de mayo de 2020,alguien puede decir hacer después semanas funcionando preparo hacer va
Aguachirri de cafe,"2,0 de 5 estrellas","No me gusto el cafe sale aguachirri
El libreto el nulo y el cafe sale agua",javier,Revisado en España el 2 de abril de 2020,gusto sale aguachirri libreto nulo sale
15 días a duradado,"2,0 de 5 estrellas",Dejo de funcionar a las 15 días,Iván,Revisado en España el 21 de mayo de 2020,dejo funcionar días
aspecto,"2,0 de 5 estrellas","El café que hace es americano, sin sabor y aguado.",JAVIER,Revisado en España el 18 de febrero de 2020,americano sabor aguado
Después de haberlo usado unos meses no me gusta mucho,"2,0 de 5 estrellas",Como te pases de café sale lleno de posos la jarra muy grande para poco café,Vanessa suarez blanca,Revisado en España el 14 de septiembre de 2019,pas sale lleno posos jarra grande
Cafetera venía defectuosa,"2,0 de 5 estrellas",La cafetera llegó defectuosa. Perdía agua por la base. La devolvimos.,M V,Revisado en España el 21 de agosto de 2019,llegó defectuosa perdía base devolvimos
No recomendable,"2,0 de 5 estrellas",No la recomiendo la compre hace 2 años porque se podía programar y me venía estupendo un café antes de trabajar. El caso que de la noche a la mañana la cafetera dejó de funcionar no calienta el agua y no hace el café pues ahí la tengo para ver la hora tendré que mirar algúien que le Heche un vistazo y si compensa repararla pero duro 1 año otro lleva ahí muerta de asco asique no la recomiendo para nada.,Peke,Revisado en España el 24 de abril de 2023,recomiendo compre años podía programar venía estupendo trabajar caso noche mañana dejó funcionar calienta pues ahí ver hora mirar algúien heche vistazo compensa repararla duro año lleva ahí muerta asco asique recomiendo
Rota en 3 meses,"2,0 de 5 estrellas","Al principio súper bien pero hace una semana dejo de salir el café, realicé una descalcificación y aún así no salía el café.
Amazon se hizo cargo y me devolvió el dinero para poder comprar otra. Al servicio de Amazon le puntuó con 5 estrellas en todo lo que he comprado.",Paula Rubio Bretos,Revisado en España el 5 de mayo de 2023,principio súper semana dejo salir realicé descalcificación aún así salía hizo cargo devolvió dinero poder comprar servicio puntuó estrellas comprado
Café sin aroma,"2,0 de 5 estrellas",La hemos tenido bque devolver porque el café no sabía a nada y tampoco funciona el modo de programar con el sistema de más aroma.,Cristina,Revisado en España el 3 de junio de 2021,bque devolver sabía tampoco funciona modo programar sistema aroma
Nada,"2,0 de 5 estrellas","Me ha gustado que es fácil de limpiar
No me gusta el no conseguir que salga bien el café, sale con posos, se sale el agua cuando llega al filtro
Seguiré usando la cafeteras italianas porque no ha sido una buena compra",Cliente Amazon,Revisado en España el 19 de diciembre de 2020,gustado fácil limpiar gusta conseguir salga sale posos sale llega filtro seguiré usando cafeteras italianas sido compra
Para el precio......,"2,0 de 5 estrellas","No esperes algo con material resistente, es muy endeble , ahora bien , el agua pasa y el café finalmente se hace , se ha encendido sola 2 veces
Vamos , para no tenerla en casa , si para una oficina para uso super personal",Gaston,Revisado en España el 10 de abril de 2024,esperes material resistente endeble ahora pasa finalmente encendido sola veces vamos tenerla casa oficina uso super personal
Barata y funcional,"3,0 de 5 estrellas","Es una máquina que hace su función, es decir, hace cantidad de café rápido y fácil, sin necesidad de estar pendiente de ella mientras lo hace. Los materiales no son los más robustos, son de plástico, pero por el momento sigue funcionado muy bien. La jarra es de cristal que encaja en la placa de abajo que se calienta y por arriba en el tubo por donde se llena antigoteo.
Lo único que está siendo desastroso es que el agua se calienta mucho y al caer en el café para hacerlo salta por todos lados y la parte de arriba se llena de agua y sedimentos de café. No hay mas solución que limpiarlo fácilmente, ya que se desmontan las piezas y listo.",Sandra,Revisado en España el 31 de diciembre de 2023,función decir cantidad rápido fácil necesidad pendiente mientras materiales robustos plástico momento sigue funcionado jarra cristal encaja placa abajo calienta arriba tubo llena antigoteo único siendo desastroso calienta caer hacerlo salta lados parte arriba llena sedimentos ma solución limpiarlo fácilmente desmontan piezas listo
Mantiene poco la calor,"3,0 de 5 estrellas","Es muy bonita, hace el café muy bien y se programa bien. Lo único que no guarda el calor del café que queda, cuando se hace al momento se pone frío.
No sé si a alguien más le pasa como a mí o estoy haciendo algo mal",Celia G.,Revisado en España el 6 de marzo de 2024,bonita programa único guarda calor queda momento pone frío sé alguien pasa haciendo mal
"Es sencilla de utilizar, pero el acabado un poco endeble","3,0 de 5 estrellas",El funcionamiento correcto pero en cinco meses de uso el logo del asa se esta empezendo a borrar y la placa que hay debajo de la jarra para que se mantenga caliente esta perdiendo la pintura,Aitor Forero,Revisado en España el 19 de febrero de 2024,funcionamiento correcto cinco uso logo asa empezendo borrar placa debajo jarra mantenga caliente perdiendo pintura
Rspida,"3,0 de 5 estrellas","Muy rapida en menos de 2 minutos el café está hecho. Muy de plástico todo, mejor utilizar filtro de papel, el filtri que lleva no filtra bien.",Xavier,Revisado en España el 22 de febrero de 2024,rapida menos minutos hecho plástico mejor utilizar filtro papel filtri lleva filtra
Calidad baja,"3,0 de 5 estrellas","Me duró Menos de 6 meses, empezó a chorrear por debajo y resulta que tenía rota la resistencia…
Al principio es lo ideal, pero realmente que dure tan poco no está bien.",Nicolas,Revisado en España el 25 de enero de 2024,duró menos empezó chorrear debajo resulta rota principio ideal realmente dure tan
Sale aguado,"3,0 de 5 estrellas","Me gusta el temporizador , pero sale muy aguado el café. E probado menos agua y más café, y amarga . Alguien sabe cómo hacer para que salga bien? Por lo demás es práctica, pibes la hora y lo tienes preparado. Si no fuera por que sale como comenté aguado el café, sería una pasada.
Gracias",Anna,Revisado en España el 1 de diciembre de 2023,gusta temporizador sale aguado probado menos amarga alguien sabe cómo hacer salga demás práctica pibes hora preparado sale comenté aguado pasada gracias
Siempre encendida,"3,0 de 5 estrellas","La cafetera está muy bien es pequeña, va con dos filtros reutilizables. El caffe lo hace muy bueno siempre que te guste el caffe americano que es más aguado. Siempre puedes poner más caffe que agua para darle más intensidad.
Cosas malas de esta cafetera de hay la poca puntuación.
Primero siempre se queda la pantalla encendida
Segundo no entiendo ese manual, no te explican absolutamente nada de los botones. Menos mal que es bastante sencilla y fácil de descifrar",adrian,Revisado en España el 25 de septiembre de 2023,pequeña va filtros reutilizables caffe bueno siempre guste caffe americano aguado siempre puedes poner caffe darle intensidad cosas malas poca puntuación primero siempre queda pantalla encendida segundo entiendo manual explican absolutamente botones menos mal bastante sencilla fácil descifrar
No es lo que esperaba,"3,0 de 5 estrellas","La cafetera está bien, el sistema de cierre. El proceso es muy rapido y el café sale demasiado aguado. Llevo muchos años utilizando este tipo de cafeteras y esta es la que menos me ha gustado en ese sentido, no llega a poder coger la esencia del café.",Pilar,Revisado en España el 9 de noviembre de 2023,sistema cierre proceso rapido sale demasiado aguado llevo años utilizando tipo cafeteras menos gustado llega poder coger esencia
Mejorable,"3,0 de 5 estrellas","No me acaba de convencer mucho, es muy grande y como te caiga el agua donde el filtro al llenar la cafetera cae directamente, no funciona bien el botón de seguridad para que no salga café si sacas la jarra",Bruja,Revisado en España el 26 de noviembre de 2023,acaba convencer grande caiga filtro llenar cae directamente funciona botón seguridad salga sacas jarra
Baja calidad,"3,0 de 5 estrellas","La cafetera solo ha durado dos años, se le fue la resistencia y no hubo solución.",Cliente Amazon,Revisado en España el 2 de enero de 2024,solo durado años resistencia solución
El servicio al cliente,"3,0 de 5 estrellas",La cafetera bien....el servicio de entrega... nefasto...,Angelines,Revisado en España el 16 de enero de 2024,servicio entrega nefasto
Genial,"3,0 de 5 estrellas",Muy buena calidad precio.,Mari T.,Revisado en España el 20 de enero de 2024,calidad precio
Bueno!! 🧐,"3,0 de 5 estrellas",Está bien pero odio tener que estar limpiándola constantemente. Le echo el café molido y a veces rebosa y se mete en el tanque de agua y también obstruye el lugar por donde sale el café. Todo porque sube el volumen del café con el agua.,raul,Revisado en España el 29 de octubre de 2023,odio tener limpiándola constantemente echo molido veces rebosa mete tanque obstruye lugar sale sube volumen
Tiene bote agua y ya no podemos usarla,"3,0 de 5 estrellas","La cafetera tiene un bote de agua por la parte de la base, así que ya no la puedo usar. Tengo casi 3 años con ella. Siempre ha estado en el mismo lugar, no la sacamos de casa y no se ha golpeado. Por lo cual me parece de muy mala calidad que de pronto tenga un hueco en la base.",Cliente Amazon,Revisado en España el 31 de agosto de 2023,bote parte base así puedo usar casi años siempre mismo lugar sacamos casa golpeado parece mala calidad pronto hueco base
Es compacta,"3,0 de 5 estrellas",Compacta y ptogramable.Fácil de limpiar pero tiene el cable muy corto y no tiene memoria si se desenchufa,Isabel Boberg,Revisado en España el 24 de noviembre de 2023,compacta limpiar cable corto memoria desenchufa
Embalaje,"3,0 de 5 estrellas","Todavía no la he probado, me ha llegado sin instrucciones y muy poca protegida.
Esperemos que funcione bien.",Sole,Revisado en España el 20 de noviembre de 2023,todavía probado llegado instrucciones poca protegida esperemos funcione
La función de recalentado no existe.,"3,0 de 5 estrellas","Bastante decepcionante recibir algo que después no cumple con las expectativas que el comerciante ha creado. Por lo demás está bien, pero es un engaño. La función de recalentado no existe.",eva alvarez,Revisado en España el 22 de octubre de 2023,bastante decepcionante recibir después cumple expectativas comerciante creado demás engaño función recalentado existe
Más que una reseña una pregunta,"3,0 de 5 estrellas","Acabamos de comprar esta cafetera y aparentemente bien, pero en las instrucciones indica que mientras prepara el café un piloto rojo se mantiene intermitente (lo hace), pasando a luz fija cuando el café está terminado. En nuestro caso se mantiene Intermitente hasta que se apaga a los 40 minutos. Le ocurre a alguien más?",SERGIO,Revisado en España el 1 de septiembre de 2023,acabamos comprar aparentemente instrucciones indica mientras prepara piloto rojo mantiene intermitente pasando luz fija terminado caso mantiene intermitente apaga minutos ocurre alguien
Funciona,"3,0 de 5 estrellas","No está mal el café, al llenarla de agua pierde un poco, tengo que ver por qué",Angel Medina,Revisado en España el 15 de noviembre de 2023,mal llenarla pierde ver
La pantalla no se puede apagar,"3,0 de 5 estrellas","Para mí ese fue el mayor defecto, la pantalla desprende luz azul que en la oscuridad se nota mucho. A mi eso me molestó bastante y fue la razón por la que devolví el máquina.",diego damiani,Revisado en España el 23 de septiembre de 2023,mayor defecto pantalla desprende luz azul oscuridad nota molestó bastante razón devolví
Me ha durado poco,"3,0 de 5 estrellas","Me ha durado dos jarras de café, después hace ruido pero no sube el agua. He solicitado devolución.",Yola,Revisado en España el 22 de octubre de 2023,durado jarras después ruido sube solicitado devolución
"Buena cafetera, pero han ahorrado en algunos componentes...","3,0 de 5 estrellas","Cumple con las expectativas.

PROS:

- fácil de usar, compacta
- fácilmente programable
- fácil de limpiar, muy desmontable
- piezas plásticas de relativamente buena calidad

CONTRAS:

- el recubrimiento de la placa térmica es bastante malo, se ha comenzado a desgastar solamente de meter y sacar la jarra de cristal. Extremadamente delicada esta pieza.
- la serigrafía del asa de la jarra se ha desgastado con tres suaves lavados a mano. Tinta de mala calidad.
- la luz de la pantalla digital es muy intensa y molesta. Además, no se apaga nunca. Error de diseño.",J.R.,Revisado en España el 31 de octubre de 2022,cumple expectativas pro fácil usar compacta fácilmente programable fácil limpiar desmontable piezas plásticas relativamente calidad recubrimiento placa térmica bastante malo comenzado desgastar solamente meter sacar jarra cristal extremadamente delicada pieza serigrafía asa jarra desgastado tres suaves lavados mano tinta mala calidad luz pantalla digital intensa molesta además apaga nunca error diseño
