title,rating,body,author,date,TextBlob_sentiment,Pysentimiento_sentiment,BERT_sentiment
Calidad del café.,"5,0 de 5 estrellas","He tenido hasta ahora una Delonghi automatica, se me ha roto encontrando una pieza pequeñita suelta, el servicio técnico al enseñarle la pieza, solo al verla me dijo que podía tirarla, que la reparación costaba igual que una nueva, al no haber otro servicio donde vivo, me prometí no volver a comprar otra de la misma marca, pero al ver que en esta casa era la más vendida ser su funcionamiento casi manual y el precio, la he comprado y la verdad que hace un café excelente, estoy muy contento.",guillermo,Revisado en España el 4 de febrero de 2024,NEU,POS,POS
Buenisima cafetera,"5,0 de 5 estrellas","Es lo que buscaba.
Es muy compacta asi que ocupa poco espacio.
Es sencilla de usar i de programar si quieres modificar temperatura del cafe o cantidad, el apagado...
Tampoco es muy ruidosa, comparada con la de capsulas que tenia asta ahora.
El poder usar tazas mas grandes quitando la bandeja tambien es un gran punto a su fabor para mi.
Aun siendo pequeña el deposito de agua da para varios dias mas de 1L.
Esteticamente me gusta mucho.
En resumen estoy encantada con la compra.",Amazon Customer,Revisado en España el 3 de febrero de 2024,NEU,POS,POS
Italia en tu casa,"5,0 de 5 estrellas","Si buscas calidad-precio y un auténtico café italiano, esta es tu máquina. Nos ha llegado hoy y estamos tan fascinados que ya estamos publicando este comentario. Los acabados son muy trabajados, se nota la calidad de De’longhi. Una vez llenado el depósito, el bicho gana suficiente peso para no moverse a la hora de manejarlo, eso sí, una mano siempre estará haciendo contrafuerza ya que estamos hablando de una cafetera que tiene prácticamente el mismo tamaño que otras para cápsulas. Y hablando de cápsulas, según el manual también es compatible para café encapsulado y trae el correspondiente acople. El café y la espuma/crema de capuchino salen simplemente asombrosos y te catapulta directamente al mejor café de tu vida. ¡Tienes realmente Italia en tu casa! Es bastante silenciosa aunque el ruido a la hora de calentar la leche no te lo quita nadie. Recomiendo leer el manual ya que trae bastantes funciones las que al principio te harán pensar que algo no va bien. También recomiendo comprar un prensador de café digno (ojo, el diámetro es de 51mm que no lo especifican) ya que el que viene de plástico está bien para salir del paso, no obstante, para que te sientes como un auténtico barista te hará falta uno de metal y bien pesado. Lo que aún estoy averiguando es cómo vaciar el café del mango fácil- y limpiamente.",Nikola Micic,Revisado en España el 1 de septiembre de 2022,NEU,POS,POS
fácil de usar y buen café.,"4,0 de 5 estrellas","como explico en el video merece la pena su compra. el cafe está rico y al usar café molido no generamos residuos de capsulas de plástico. la opción descalificar no está bien, ya que va por tiempo y no tiene en cuenta la cal real del aparato. yo uso agua filtrada muy muy baja en cal y me salta que debo descalificar.",Vanessa Moreno,Revisado en España el 17 de agosto de 2022,POS,NEG,NEU
Funciona correctamente.,"4,0 de 5 estrellas","Se calienta muy rápido, el expreso es correcto, la entregué como regalo y me han hecho ☕ con ella. Quién la tiene es feliz pues yo también.",Josep Antoni.,Revisado en España el 8 de enero de 2024,NEU,POS,POS
Buen café,"4,0 de 5 estrellas","Con un buen café ya molido o mejor molido en el momento sale un mejor café que las de cápsulas. Hay que tomarle la mano. Yo he mirado videos en youtube porque con el manual que viene no me terminaba de aclarar. Y el tema cápsulas es otra historia, no es fácil conseguir cápsulas que le sirvan.",Tessy,Revisado en España el 1 de noviembre de 2023,NEU,NEU,POS
Calidad/Precio,"4,0 de 5 estrellas","Si buscas una máquina para hacer espresso y quieres un café decente es la indicada, si uso es sencillo, el café sale con la espuma necesaria y jugando con la molienda del café y su prensado te saldrá más fuerte o más suave. Importante, no llenar la cazuela de café al máximo, dejar un espacio. Además estéticamente es sobresaliente",Samuel,Revisado en España el 10 de octubre de 2023,NEU,POS,POS
Perfecta relación calidad precio,"5,0 de 5 estrellas","He leído muchas reseñas de poco valor y negativas sobre esta cafetera. Estuve a punto de no comprar pero reflexione ¿Si hay muchísimas más positivas que negativas a que puede deberse?. Hay una reseña que fue la que me empujó a comprar y que hoy se lo agradezco. Decía que era una cafetera programable y que había que leerse el manual. Se programa la temperatura del café y la dosificación de una y dos tazas al gusto de cada uno. Lo único que leí de cierto, y que para mí no es un problema, es que si usas el calentador de leche has de esperar bastante tiempo hasta que baja la temperatura y te permita hacer un nuevo café ""solución: primero el café y posteriormente la leche"". Para mí es perfecta porque la leche incluso me la caliento en el microondas hasta que empieza a ebullir y la tengo lista para cuando hago el café. Si no me falla o se avería es una buena y bonita cafetera.",Jamp,Revisado en España el 29 de abril de 2023,NEU,NEU,NEU
Demasiado ruido,"4,0 de 5 estrellas","El diseño es precioso, el color es bonito y práctico porque no se notan las gotas o salpicaduras. Tiene un tanque de agua bastante grande para no tener que estar pendiente constantemente pero cuando le das al botón para hacer café es muy ruidosa. La veo también un poco confusa de usar, cuando quieres utilizar la función de vapor y volver al del café.",Maca M.,Revisado en España el 23 de septiembre de 2023,NEU,POS,POS
Práctico,"4,0 de 5 estrellas","Lo vi en oferta, bien es cierto que no era nueva pero el pedido llegó muy bien y la cafetera una máquina , es lo que buscábamos.",Riki56,Revisado en España el 17 de diciembre de 2023,NEU,POS,POS
Buena cafetera,"4,0 de 5 estrellas","Buena cafetera para hacer espessos, el espumador funciona bien pero tampoco es una maravilla. U Diseño bonito y funcional, aunque quizás tiene poco sitio para meter tazas un poco altas. Una buena opción si se compra a buen precio. Recomendable.",Maximiliano Alvarez,Revisado en España el 9 de noviembre de 2023,NEU,POS,POS
Muchos problemitas menores,"3,0 de 5 estrellas","Al principio se salía el agua del depósito por las juntas de abajo, no sé si se volverá a salir.

A veces se atasca la bomba del vaporizador y no sale nada, hay que hacer varios intentos.

Meter el portafiltros es complicado, hay que hacer bastante fuerza a veces.

Pero si consigues tener todo bajo control el café que saca es bastante rico.",fede,Revisado en España el 19 de enero de 2024,NEU,NEU,NEG
Averiada a los 6 meses,"1,0 de 5 estrellas","Estábamos muy contentos con la cafetera, ya que hacía un café buenísimo.
Pero a los 6 meses aproximadamente, empezó a echar menos café del que debía, y no se solucionaba reconfigurando la cantidad de café que debía echar la máquina. Entonces decidimos llamar y devolver el producto para su reparación. Esto fue el 26 de diciembre y a día de hoy no sabemos nada de la máquina, si tiene reparación o nos van a devolver el dinero. Hemos hablado varias veces con Amazon para saber el estado de la reparación pero nos dicen una y otra vez que esperemos 24-48 horas para que nos den una respuesta, sin embargo nadie ni llama ni nos dice nada.
Lo pero es que llevamos desde diciembre sin poder tomar café en casa, y sin poder comprar otra máquina porque no sabemos si nos la arreglarán o no.
Muy descontentos con el servicio técnico de Amazon después de tantos años comprando de todo con ellos.",Luis R,Revisado en España el 27 de enero de 2024,NEU,NEG,NEG
Unidad defectuosa? 5 meses desde la compra y 1 mes y medio en servicio técnico.,"1,0 de 5 estrellas","Hace solo 5 meses que tengo esta cafetera y ya ha estado 2 veces en el servicio técnico... supongo que mala suerte con mi unidad.
Compré esta cafetera por las buenas reseñas y porque ya les había regalado una igual a mis padres hace 3 años por lo que teníamos experiencia y ningún problema con este modelo.
En apenas 3 meses de uso empezó a dar error al realizar café o espumar leche (a los 3 segundos se paraba y encendían las 3 luces parpadeando y no continuaba el proceso.
Realicé un Reset siguiendo las instrucciones del manual pero todo siguió igual. Procedí a llevarlo directamente al servicio técnico De'longhi por ahorrarme las gestiones de envío (si lo hace directamente por el servicio técnico de Amazon debes ir a correos)
Después de 20 días sin cafetera me la devolvieron después de hacerle otro ""Reset de fabrica"" mas completo, pues bien, a las 2 semanas estábamos otra vez igual, con el mismo problema.
A partir de aquí decidí gestionarlo a través de Amazon a ver si tenia más suerte; después de 11 días de enviarla recibí de nuevo la cafetera ayer mismo pero, para mi sorpresa, con daños en la pintura y marcas (gotas) de algún disolvente que hace saltar la pintura solo pasar el dedo por encima (foto adjunta).
Ahora estoy a la espera de una resolución de Amazon a ver como acaba pero la verdad es que muy disgustado con este modelo que he recibido (que como ya digo, mis padres tienen uno idéntico en plateado y sin problemas, habré tenido mala suerte)
Finalmente Amazon ha solventado el problema realizando una devolución del importe integro de la cafetera. Probaré otra vez a ver si tengo más suerte",Daniel Hernandez,Revisado en España el 8 de marzo de 2023,NEU,NEG,NEG
Absurdo!,"1,0 de 5 estrellas","Comprado en Amazon Warehouse.

No es la primera vez que compro de 2ª mano en Amazon con resultado satisfactorio. En esta ocasión no ha sido así.

El producto se vendía a 169€. De 2ª mano lo adquiero por 140€ (no es ninguna ganga). Por este precio me esperaba como en otras ocasiones una caja abierta, deteriorada o inexistente y quizá algún arazo o golpe sin importancia.

El artículo venía bien embalado en caja no origina, sin manual, ni hoja de garantía ni accesorio descalcificador y además, con golpes significativos en ambas caras, de otros transportes anteriores supongo.

Aún así, si fuese funcional, me lo habría pensado.

Lo absurdo es que ésta cafetera no habría tenido que viajar tanto si hubiese habido un control de calidad básico del producto.

La maquina originariamente debía funcionar bien, pero los filtros metálicos que se introducen en el brazo para hacer 1 o 2 cafés no tiene las perforaciones hechas (ver foto 3 el filtro de la derecha es de otra máquina de café y se ve la luz a través). Por tanto, el café no sale por donde debe y encuentra otro camino através de la máquina hasta encharcar la encimera de mi cocina. Esto ha motivado las consiguientes devoluciones, y golpes durante el transporte.

En cuanto a la máquina: me gusta el diseño y su tamaño. El brazo de vapor funciona muy bien, pero no sé cómo hace el café por las razones antes expuestas. Por otro lado, no me ha gustado que haya tanto plástico en la cámara del brazo porta filtros donde está expuesto a alta presión y temperatura.

Por lo demás, fabricado en China, como casi todo hoy en día...

Lo lamento, pero lo devuelvo.",Cliente Amazon,Revisado en España el 4 de febrero de 2023,NEU,NEG,NEG
Una pésima calidad,"1,0 de 5 estrellas","La cafetera comenzó funcionando bien las primeras semanas, pero al mes y poco de uso apareció un charco por debajo. Pensé que se me había caído agua al cargarla y no le di mayor importancia, pero a los pocos días otra vez. Ahora todos los dias va soltando un poco de agua por debajo.
Pedí a soporte que me la cambiasen pero resulta que solo tengo la opción de mandarla a reparar, pagando yo el transporte y a saber en qué condiciones llega allí, la reparan y regresa. Me da que cuando una cosa falla desde el principio es muy mala señal. Y además aunque vaya todo bien yo de momento estoy sin cafetera a saber cuánto tiempo. Una horrible experiencia al comprar un producto de una marca reconocida y que para mí, al menos, no es barato.",Javier Hernandez Jimeno,Revisado en España el 18 de octubre de 2023,NEG,NEG,NEG
"Al dia 2 de uso, cantidad de cafe ridicula.","1,0 de 5 estrellas","2 delonghi dedica de color gris metal me llegan 1 bien pero que al segundo dia ya no echa practicamente café. un culin de nada. echa mas cafe una tasimo que ella. Pido un reemplazo y me llega perfecta (con plastico de embalaje pero sin caja de ""amazon"") pero no echa agua... Obstruida por algun sitio y no es capaz de coger agua??? no entiendo... tambien una meiga como otros compradores recibiendo articulos de una remesa mala o no se. porque haciendolo caso a las valoraciones de amazon puedes hacer el calculo y te da un 86% mas o menos de articulos de 10... entonces sospecho que es seguramente stock de dudoso test de calidad cogiendo polvo en almacen y al llegar a nuestras manos por dentro estan viejas y se estropean solo con mirar para ellas. No veo otra opcion de cafetera por precio cual comprar. Espero que una tercera delonghi no venga mal porque entonces desisto y paso definitivamente a otra marca. De algo estoy convencida, de que fallo de la marca no es. Es fallo de qué cafeteras tiene amazon disponibles en almacen... reacondicionadas que te venden como nuevas?, devoluciones de otras personas y te la encasquetan a ti a ver si cuela??? o cafeteras cogiendo polvo nuevamente dicho pero que estan estropeadas antes de abrirlas... En fin, espero tener mas suerte esta vez cogiendola en otro color por si acaso y si no lo dicho. Al carrer.",Laura,Revisado en España el 24 de noviembre de 2022,NEU,NEG,NEG
No funciona bien,"1,0 de 5 estrellas","Muchas cafés fallan. Como no le llega la presión. Pero hasta cuando pongo poquito café en el filtro, sin nivelar, a veces no funciona. Los filtros son muy pequeños así que hacer dos cafés te salen de poco sabor . He tirado tanto café q la maquina sale carísima. La foto es un ejemplo de una ración que tuve que tirar porq el agua no pasaba, aunque puse muy poco sin presionar. Tengo años de experiencia con este tipo de cafetera. La anterior máquina q tenía era de WMF y los cafés salían bien, solo se estropeó el compresor. Compre este DeLonghi porq es pequeño pero quizás tenía que tener sospechas por el precio. A ver si puedo cambiar q ya han pasado dos meses pero no me sirve de nada. La café de la mañana es muy importante para nosotros. Que desilusión.",Jan F.,Revisado en España el 31 de julio de 2023,NEU,NEG,NEG
DECEPCIÓN TOTAL,"1,0 de 5 estrellas","Se la regalé a mi marido y la elegí porque tenía buenas referencias de la marca y en concreto de la cafetera. Al empezar a usarla, después de hacer el café seguía goteando un rato. Pensamos que era normal y no le dimos importancia, pero cada vez salía más agua. Contacté con el servicio técnico y me dijeron que no era normal y que la llevara a arreglar. Se la llevaron y la trajeron peor que se la llevaron, aunque dijeron que la habían probado antes de devolvérmela. Un engorro y un fracaso de marca y de servicio técnico incompetente. Nunca más compraré esta marca.",Francisca Sánchez Gómez,Revisado en España el 11 de noviembre de 2023,POS,NEG,NEG
Decepcionante producto,"1,0 de 5 estrellas","Tras llevar 22 años usando una Saeco manual que aún funciona, decidí comprar una cafetera delonghi, en concreto el modelo 685.

A la semana de uso ocasional, la he tenido que devolver por fuga de agua. Se vaciaba el depósito completo en 7 horas.

Poco puedo decir al respecto. No me la han podido cambiar por falta de stock y después de la experiencia no quiero más cafeteras de esta marca.

Entiendo que siempre tiene que salir una unidad defectuosa, pero la realidad es que en el poco uso dado, el café no salía ni de lejos como en la saeco. Según he leído en foros, es necesario comprar algunos accesorios de otros fabricantes para obtener un café cremoso y aceptable.

No soy un barista, simplemente un consumidor que me gusta disfrutar de mis dos o tres cafés diarios de La Mexicana en casa y desde luego para seguir haciéndolo con ciertas garantías, a quedado patente que este no es el producto adecuado ni de lejos.

Una pena.",Pablo,Revisado en España el 4 de febrero de 2023,NEU,NEG,NEG
Mal funcionamiento,"1,0 de 5 estrellas","Escribo esta reseña despues de 2 años de uso, se le acabo la garantía ya y se me estropea, la use muy poco y al final dejo de tener precion ,hace un ruido muy fuerte y no hace cafe (pero agua sale si la pongo sin cafe )… esta descalificada siempre esta como nueva… al llevarla al tecnico para repararla (sale caro ) mejor me compro otra nueva…. Mal experiencia con esta maquina",cristian,Revisado en España el 15 de febrero de 2024,NEU,NEG,NEG
"Cafetera de postureo, café de Nespresso!","1,0 de 5 estrellas","- Diseño un 10, creo que no hay una cafetera más bonita, tipo espresso. Los acabados son buenos, el portacafe no tanto.
- Precio, muy buena oferta flash, por 160€ cuando suele estar por unos 200€. Pero no es comparable por características de la máquina a otras similiares, ya que algo muy parecido lo tienes por 70 € aproximadamente, aquí pagas diseño.
- Calidad del café, aquí ya vamos mal, le he dado varias oportunidades lo detallo:
1. Café Delta Platinum recién molido (Tope de gama), poco cuerpo y el toque caramelizado que he sacado en otras cafeteras ni se huele.
2. Café Lavazza Espresso molido (Tope de gama), aguachirri fuerte, mucha acidez, con poca crema.
3. Café Marcilla Gran Aroma molido (Gama supermercado), café tipo nespresso un pelín más de crema pero de fuerza y sabor normalillo.
4. Capsula ESE Marcilla (Por probar otra opción), aquí consigues tipo nespresso o un pelín peor.
- Todos los cafés los he probado con concetración de 7 gramos, cazo 1 café, botón espresso y sin añadir leche.
- También he probado con concentración 14 gramos, cazo 2 cafés, botón espresso y sin añadir leche, intentando buscar más cuerpo y sabor del café aun gastando 2 dosis para conseguir solo 1 espresso y nada, parecido a lo de antes.
- El espumador de leche no le encuentro mucho sentido por el siguiente motivo, lo usas haces la espuma de la leche y la máquina ya no puede hacer café por exceso de temperatura, no le veo mucho sentido, si vas a hacer 1 café, te puede valer, pero si no, no sirve para nada.
- Y aquí viene lo mejor de todo, el portacazo una vez usado, no hay manera de quitar el poso limpiamente, tienes que liar la de cristobendito. Con lo cual puede pasar dos cosas, que tardes y ensucies muchísimo o que tires sin querer el portacafé a la basura, tardes y ensucies muchísimo.
- En vez de agilizar y solucionar pone más trabajo.
Asíque después de darle una oportunidad e intentar quedarmela, he tenido que devolverla.",Godayer,Revisado en España el 14 de agosto de 2017,NEU,NEU,NEG
Pésima calidad,"1,0 de 5 estrellas","Compramos una segunda Dedica después de una primera que ofreció un buen resultado. La recomendamos a amigos y regalamos algunas.
Esta segunda es toda otra historia: necesita mucho más mantenimiento (pide descalcificación en menos de un mes sistemáticamente) y a los pocos meses la bomba de vapor ha dejado de funcionar cuando ya desde el principio parecía tener poca potencia. Lo achacamos a un cambio tecnológico.
El servicio técnico pide que les entregues TU el producto en uno de sus centros (hay pocos) desplazándote tu (tu tiempo, tu dinero) y ya te dirán algo... estando den GARANTÍA.
Mejor busca otra cosa...",Oriol Guimerà,Revisado en España el 20 de octubre de 2023,NEU,NEG,NEG
Inmanejable,"1,0 de 5 estrellas","Nada mas recibirla, sólo he probado como se instala el portacafé/portacapsulas con la absoluta decepción de que salvo que seas el tío más fuerte del mundo es del todo imposible llevar el portacapsulas a la posición ""close"".
Si yo no puedo, mi mujer ya ni cuento.
Para ser la marca que es, es un absoluto desastre.
Procedo a su devolución inmediata.",Felix Prieto Vazquez,Revisado en España el 1 de marzo de 2024,NEU,NEG,NEG
Cafetera Delongui Dedica,"1,0 de 5 estrellas","La cafetera es muy bonita, con buenos acabados y materiales de calidad, no soy un enfermo del café pero me gusta tomarme un café de calidad en mis momentos de relax y paz en mi casa.
Lei especificaciones y me decidí a comprarla también por el renombre de la marca, pero fue un fiasco...
no puedes llenar de café el brazo porque si no no cierra, hay que poner poca cantidad y eso quita consistencia y presión.
los bares.... dudo que tenga los que especifica, porque el café salía muy aguado.
el espumador de leche cumple bien con su cometido, crema muy bien la leche pero mas de un minuto de funcionamiento se calienta la bomba y se para, ojo a esto.
Lo peor fue cuando la maquina empezó a tener un comportamiento extraño y dejo de funcionar bien.
No accionaba el vapor para cremar la leche, querías hacer un café y parpadeaban los leds sin ponerse en funcionamiento y había que apagarla un rato y después rezar para que funcionara, un despropósito.
Personalmente, no la recomendaría.",Cliente Amazon,Revisado en España el 16 de marzo de 2022,NEU,NEG,NEG
Ha durado 3 meses,"1,0 de 5 estrellas","Compré esa cafetera en julio 2023 y a los pocos meses empezaba a salir agua por debajo de la base...la mandé a reparar en noviembre y un mes después sigo sin saber nada del servicio postventa... Me dicen que si no se puede reparar, tampoco pueden sustituirla por otra y que en todo caso me harán un reembolso, reembolso que cuya cuantía es menor que el precio actual de la cafetera...",ALEX,Revisado en España el 14 de diciembre de 2023,NEG,NEG,NEG
Eventualmente deja de funcionar,"1,0 de 5 estrellas","Gran cafetera por su tamaño y precio. Podría escribir una reseña muy larga sobre sus capacidades; pero todo es en vano si la cafetera deja de funcionar luego de 1 año de uso.
Es más, ya he pasado por el pedido de amazon de reparación, donde me han entregado una cafetera diferente a la mia, aunque funcionando. Esto no seria una molestia si no fuera porque pasaron 3 meses y de nuevo deja de funcionar. Simplemente no enciende. Un desperdicio de dinero y una vergüenza por parte del fabricante.",Santiago Sanz,Revisado en España el 24 de octubre de 2023,NEU,NEG,NEG
Fallo en el motor,"1,0 de 5 estrellas","Compramos la cafetera en octubre, a los dos meses empieza a no hacer café, pedimos que la arreglen pero continúa igual. Desde Amazon nos gestionan una nueva y esta nueva empieza a funcionar mal desde principio.
Mando video del ruido del motor de la segunda cafetera",Cliente Amazon,Revisado en España el 14 de febrero de 2024,NEU,NEG,NEG
La peor cafetera,"1,0 de 5 estrellas","Tengo 2 cafeteras una en cada casa, y las 2 el café no sale, o sale cuando quiere, se obstruye, se queda sin fuerzas al salir y es una lotería lo mismo sale o no. Muchas veces tengo que tirar hasta 3 cafés porque no sale no la recomiendo para nada, la lleve a que la repararan y me la devolvieron igual",Fonsi González,Revisado en España el 23 de diciembre de 2023,NEU,NEG,NEG
No aguantan,"1,0 de 5 estrellas","Lo que me gustado es que es muy bonita,
Lo peor es que es la segunda y las dos me han fallado de lo mismo, no tiene presion para sacar el cafe, y eso me ha supuesto tener que tirar un monton de tomas y tiempo, configurarla es un royo de botones, que bueno una vez hecho leyendo el manual dificil de comprender, para nada arregla el defecto con la que me he encontrado en la dos que he probado, pedir que haga un cafe con la toma individual es ridiculo la cantidad que saca, con lo que siempre he utilizado el vaso para dos tomas, con la de dos tomas no he podido cargarla como deberia porque entonces ni por asomo es capaz de ejercer una presion suficiente para sacar el cafe, se queda obstruido, y si le echas poco cafe, pues agua chirri es el resultado, no entiendo tanta estrella y tan buenos comentarios.

Edito de nuevo hoy 15/11/21:
Jamas volveré a comprar una cafetera de esta marca, como dije la dosis de una cafe es ridicula, la de dos o cafe largo todo un engaño ya que es para hacer mas cafe cortito que otra cosa, pero lo la durabilidad, al poco tiempo se aptura y cada vez los cafes son mas cortos, la calidad deja que desear, el portacapusulas lleva un aro para aguantar que el filtro no se caiga, es una chapita que no vale ni 5 centimos y te obligan a pagar por el portacapsulas entero, 29 eurozas, poca broma, ¿cuanto durará? 2 años? 29 euros mas?, venga yaa!!.",NanCo,Revisado en España el 29 de abril de 2020,NEU,NEG,NEG
Reparación de vergüenza y dentro de garantía,"1,0 de 5 estrellas","Mandé a repararla porque el café no salía pero físicamente en perfectas condiciones visuales y lo que se me ha devuelto es de vergüenza.

No solo está sucia como nunca la he tenido, se ve suciedad hasta dentro de las juntas y el espumador da verdadero asco (encima soy intolerante a la lactosa y no sé ni de qué está manchado) sino que al intentar limpiarla se aprecian mini rasguños por toda la zona del acero y del filtro de agua.

Entiendo que la reparación se apuró hasta el último día para la devolución y que íbais con prisas pero esto no es aceptable. Hubiera preferido que llegara tarde pero en condiciones.

Adjunto fotos.",Rocío,Revisado en España el 24 de abril de 2023,NEU,NEG,NEG
Nunca funcionó bien,"1,0 de 5 estrellas","Desde el primer día hacia q desenchufarla cada vez q se usaba el calentador de leche, para poder hacer el café....decidí no calentar la leche y hacer solo café, desde hace una semana ( estamos en nov 23 y la compré en dic 22) ya no sale el café, hace el gesto de comenzar a meter presión en el circuito, pero no sale ni gota, total un desastre de cafetera, al menos en mi experiencia",Luisa berciano,Revisado en España el 1 de noviembre de 2023,NEU,NEG,NEG
ESTAFA. No funciona y aún no ha reembolsado ni dinero ni cafetera.,"1,0 de 5 estrellas","La cafetera la compramos a finales de noviembre y no funcionó desde el primer día… Amazon en vez de cambiarla nos dijo de enviarla a reparar… a día de hoy no tenemos ni cafetera, ni dinero reembolsado, ni se han puesto en contacto conmigo para ver qué solución dan… NO LA COMPRÉIS ES UNA ESTAFA.",Pablo M.,Revisado en España el 8 de enero de 2024,NEU,NEG,NEG
Muy mala,"1,0 de 5 estrellas",Muy mala experiencia. Tuve que devolverla. Imposible hacer un café normal sin tener que medir exactamente la dosis y el prensado que la máquina acepta. Si no lo haces perfecto el café simplemente no sale. Fatal.,Luis,Revisado en España el 17 de febrero de 2024,POS,NEG,NEG
No funciona como debería,"1,0 de 5 estrellas",El café está muy rico pero es muy incomodo cambiar las medidas en el soporte. De hecho la de 1 taza no entra y por tanto no estoy contenta con la cafetera.,CHECHU PEREZ-ESPINOSA,Revisado en España el 17 de marzo de 2024,NEU,NEG,NEG
Fecha de caducidad: máximo dos años,"1,0 de 5 estrellas","Es la segunda De'Longhi que tengo. La primera duró exactamente dos años y un mes. Volví a comprar la segunda de esta marca porque me gustaba el café que salía y el diseño. . La segunda me ha durado un año y tres meses. Ahora el café sale aguado y poco, no tiene presión. Ya he realizado la descalcificación con los productos de la marca y el resultado sigue siendo el mismo. Esta reseña es para avisar a futuros compradores. Está en garantía y puedo enviarla a reparar, pero en caso de que la reparen me quedo más de 20 dias sin cafetera y no es propio de una marca de calidad que sus productos den este resultado.",tita,Revisado en España el 6 de diciembre de 2022,NEU,NEG,NEG
"Muy buen café, pero avería con menos de 5 semanas de uso.","1,0 de 5 estrellas","Muy contento desde el primer día con el café que consigues hacer. Eso es innegable.
Pero tras 4 semanas de uso comenzó a dar fallos de uso. Solo funciona durante 3 segundos y había que volver a darle a cualquiera de los botones. Tras mirar muchos tutoriales y consejos: descalcificar (con entre 80/100 cafés), reset a valores oficiales y cientos de pruebas, solo conseguí que cuando intentas hacer un café. gotease por la salida de vapor.
Finalmente devuelta a Amazon para reparación.
Estoy seguro que es mala suerte, pero también és mala suerte haber tenido la mala suerte que te toque a ti la avería y con tan poco tiempo, sobre todo por la enorme cantidad de cafeteras vendidas.
Por mi propia experiencia, buen café pero fallo inexplicable que transforma una experiencia satisfactoria en una mala experiencia.

Actualización 25/04/22
Recibimos cafetera tras la reparación.
La parada automática ha sido reparada pero sigue goteando por la salida del vapor.
Desencanto",Octavio T.,Revisado en España el 2 de abril de 2022,NEG,NEG,NEG
Producto defectuoso,"1,0 de 5 estrellas","El portafiltros cuesta mucho de poner. Cuando terminas de hacer el café y quieres sacarlo, el filtro del café se queda enganchado en la cafetera y solo sacas el portafiltros, una guarrada...
Los filtros llevan un filtro mas pequeño dentro que hay que sacar para limpiar. Éste filtro, es imposible de sacar.... no está bien hecha ésta cafetera",silvia riba petri,Revisado en España el 9 de diciembre de 2023,NEU,NEG,NEG
No funciona a los 3 meses de la compra,"1,0 de 5 estrellas","Estaba encantada con la cafetera ..ocupa poco espacio y hace un café riquísimo . Todo bien hasta que a menos de tres meses de uso (hago 2 cafés por día) se me encendió la luz roja avisando que debía descalcificarla (vivo en Madrid dnd se supone que debería pasar eso a los dos años de uso aprox..)
Un par de semanas después directamente el café deja de salir.
Amazon no me hace reembolso por lo que mi única opción es llevarla a reparar,quedarme sin cafetera el tiempo que sea y confiar en que el arreglo funcione más de tres meses esta vez 🤷🏻‍♀️",maria,Revisado en España el 20 de abril de 2023,NEU,NEG,NEG
Me lo han cambiado por la misma,"1,0 de 5 estrellas",Tenia un defecto de fábrica y me la han reemplazado por otra y me ha llegado exactamente la misma. Lo sabia por el número de serie,alberto,Revisado en España el 6 de marzo de 2024,NEU,NEG,POS
Desde el primer día se le sale el agua del depósito,"1,0 de 5 estrellas","No puedo dar una gran valoración de esta cafetera, porque con tan sólo un día de uso, se le ha empezado a salir el agua del depósito, formándose un charco en la encimera de la cocina. Decidí comprar esta cafetera porque la anterior que tenía (Dolce Gusto) le había empezado a pasar lo mismo, después de varios años. La sorpresa ha sido que a esta cafetera, que es bastante más cara, se le sale el agua desde el primer día. Una decepción enorme. He solicitado la devolución.",Alfonso,Revisado en España el 29 de junio de 2023,NEU,NEG,NEG
"Si quieres un café espresso, no compres esta máquina","1,0 de 5 estrellas","Decepcionante total. Menuda castaña. He
leído las instrucciones, he hecho todo lo recomendado en otras reseñas y nada, no salen más que gotas negras, sin cuerpo ninguno, nada de espuma, poco aroma, la temperatura, a pesar de elegir el modo más caliente, deja mucho que desear, los bares de esta máquina son de mentira, el aspecto es muy bueno así como los materiales, pero a la hora de la verdad, el café es una castaña. No parece nada fácil encontrar una buena cafetera espresso. El espumador de leche es lo único que funciona bien. NO LA COMPRES!!!! POR 172€ QUE ME COSTÓ A MI, SEGURO QUE HAY MEJORES MÁQUINAS",Violeta,Revisado en España el 9 de febrero de 2023,NEU,NEG,NEG
Estropeada a los tres meses,"1,0 de 5 estrellas","A los tres meses de comprarla se ha estropeado el capuchinador. Habré realizado cinco o seis capuchinos en estos tres meses pero ha dejado de funcionar, una gran decepción de nuevo. Antes de esta compré una delongui super automática la cual al mes se le rompió el molinillo lo que me hace pensar que está marca no tiene la calidad que se le presupone. Desde luego será la última vez que compre está marca",Yu,Revisado en España el 8 de junio de 2023,POS,NEG,NEG
La devolvieron rota y rallada,"1,0 de 5 estrellas","Compre esta cafetera, porque vi unas opiniones muy bunas. La probé dos veces y el café salía muy aguado por acceso de presión.

La envié a reparación y me la devolvieron rota y rallada. No la quiero en estas condiciones, la que envíe estaba impecable.

Teniendo en cuenta que ustedes son una empresa seria y fiable, supongo que ha sido una equivocación y podrán solucionar este incidente.",Bernat Beato Pedrero,Revisado en España el 23 de agosto de 2023,NEU,NEG,NEG
